caso id, Timestamp de inicio, Timestamp de finalizacion ,Actividad,Recurso,Rol
525,2011/03/27 17:28:00.000,2011/03/27 17:36:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
425,2011/03/02 23:51:00.000,2011/03/03 00:02:00.000,Crear solicitud de compra,Immanuel Karagianni,Solicitante
425,2011/03/03 03:24:00.000,2011/03/03 03:33:00.000,Crear Solicitud De Cotizacion Del Solicitante,Alberto Duport,Solicitante
425,2011/03/14 04:58:00.000,2011/03/14 05:11:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
619,2011/03/29 19:04:00.000,2011/03/29 19:26:00.000,Crear solicitud de compra,Miu Hanwan,Solicitante
619,2011/03/30 01:47:00.000,2011/03/30 01:58:00.000,Crear Solicitud De Cotizacion Del Solicitante,Clement Duchot,Solicitante
619,2011/03/31 18:56:00.000,2011/03/31 19:06:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
619,2011/04/02 12:46:00.000,2011/04/02 13:12:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
619,2011/04/03 07:28:00.000,2011/04/03 10:57:00.000,Crear El Mapa De Comparacion De Cotizaciones,Francois de Perrier,Agente De Compras
619,2011/04/03 17:48:00.000,2011/04/03 18:19:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Esmana Liubiata,Solicitante
619,2011/04/03 18:19:00.000,2011/04/03 18:19:00.000,Elige La Mejor Opcion,Nico Ojenbeer,Solicitante
619,2011/04/04 01:50:00.000,2011/04/04 14:22:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
619,2011/04/04 20:21:00.000,2011/04/04 20:34:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
619,2011/04/05 04:12:00.000,2011/04/05 04:47:00.000,Confirmar Orden De Compra,Karen Clarens,Proveedor
619,2011/04/07 14:32:00.000,2011/04/09 11:19:00.000,Entrega De Bienes O Servicios,Carmen Finacse,Proveedor
619,2011/04/09 19:20:00.000,2011/04/09 19:21:00.000,Liberar Orden De Compra,Tesca Lobes,Solicitante
619,2011/04/10 06:51:00.000,2011/04/10 06:52:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
619,2011/04/11 22:40:00.000,2011/04/11 22:40:00.000,Enviar La Factura,Kiu Kan,Proveedor
619,2011/04/12 13:05:00.000,2011/04/12 13:12:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
619,2011/04/12 13:14:00.000,2011/04/12 13:14:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
619,2011/04/12 13:44:00.000,2011/04/12 13:58:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
424,2011/03/02 12:11:00.000,2011/03/02 12:58:00.000,Crear solicitud de compra,Anna Kaufmann,Solicitante
424,2011/03/02 14:02:00.000,2011/03/02 14:09:00.000,Crear Solicitud De Cotizacion Del Solicitante,Penn Osterwalder,Solicitante
424,2011/03/05 01:07:00.000,2011/03/05 01:25:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
424,2011/03/05 02:19:00.000,2011/03/05 02:28:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Tesca Lobes,Gerente Del Solicitante
424,2011/03/05 09:05:00.000,2011/03/05 09:15:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
424,2011/03/06 04:06:00.000,2011/03/06 04:07:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
424,2011/03/06 23:35:00.000,2011/03/07 05:29:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
424,2011/03/07 12:05:00.000,2011/03/07 12:26:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Tesca Lobes,Solicitante
424,2011/03/07 12:26:00.000,2011/03/07 12:26:00.000,Elige La Mejor Opcion,Anna Kaufmann,Solicitante
424,2011/03/07 15:18:00.000,2011/03/08 02:57:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
424,2011/03/08 08:57:00.000,2011/03/08 09:07:00.000,Crear Orden De Compra,Karel de Groot,Agente De Compras
424,2011/03/10 22:37:00.000,2011/03/10 23:09:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
424,2011/03/14 04:05:00.000,2011/03/15 17:42:00.000,Entrega De Bienes O Servicios,Esmeralda Clay,Proveedor
424,2011/03/16 01:27:00.000,2011/03/16 01:28:00.000,Liberar Orden De Compra,Immanuel Karagianni,Solicitante
424,2011/03/16 14:17:00.000,2011/03/16 14:18:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
424,2011/03/17 23:33:00.000,2011/03/17 23:33:00.000,Enviar La Factura,Kiu Kan,Proveedor
424,2011/03/18 14:03:00.000,2011/03/18 14:03:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
424,2011/03/18 14:41:00.000,2011/03/18 14:53:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
117,2011/01/14 19:56:00.000,2011/01/14 20:07:00.000,Crear solicitud de compra,Anne Olwada,Solicitante
117,2011/01/15 15:15:00.000,2011/01/15 15:21:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
117,2011/01/15 15:25:00.000,2011/01/15 15:27:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
117,2011/01/17 00:41:00.000,2011/01/17 01:11:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
117,2011/01/17 02:11:00.000,2011/01/17 02:35:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
117,2011/01/17 02:39:00.000,2011/01/17 08:20:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
117,2011/01/17 15:20:00.000,2011/01/17 15:34:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Alberto Duport,Solicitante
117,2011/01/17 15:34:00.000,2011/01/17 15:34:00.000,Elige La Mejor Opcion,Alberto Duport,Solicitante
117,2011/01/17 19:59:00.000,2011/01/18 09:34:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
117,2011/01/18 17:40:00.000,2011/01/18 17:50:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
117,2011/01/19 00:05:00.000,2011/01/19 00:16:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
117,2011/01/20 12:17:00.000,2011/01/22 06:00:00.000,Entrega De Bienes O Servicios,Carmen Finacse,Proveedor
117,2011/01/22 13:29:00.000,2011/01/22 13:30:00.000,Liberar Orden De Compra,Nico Ojenbeer,Solicitante
117,2011/01/23 03:27:00.000,2011/01/23 03:28:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
117,2011/01/23 21:23:00.000,2011/01/23 21:23:00.000,Enviar La Factura,Carmen Finacse,Proveedor
117,2011/01/24 11:47:00.000,2011/01/24 11:54:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
117,2011/01/24 11:54:00.000,2011/01/24 11:54:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
117,2011/01/24 12:28:00.000,2011/01/24 12:37:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
841,2011/05/04 19:33:00.000,2011/05/04 19:47:00.000,Crear solicitud de compra,Esmana Liubiata,Solicitante
841,2011/05/04 23:23:00.000,2011/05/04 23:33:00.000,Crear Solicitud De Cotizacion Del Solicitante,Christian Francois,Solicitante
841,2011/05/06 22:19:00.000,2011/05/06 22:53:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
841,2011/05/07 10:18:00.000,2011/05/07 10:37:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
841,2011/05/07 11:17:00.000,2011/05/07 14:20:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
841,2011/05/07 20:37:00.000,2011/05/07 21:07:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Kim Passa,Solicitante
841,2011/05/07 21:07:00.000,2011/05/07 21:07:00.000,Elige La Mejor Opcion,Christian Francois,Solicitante
841,2011/05/08 13:35:00.000,2011/05/08 23:58:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
841,2011/05/09 01:50:00.000,2011/05/09 02:00:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
841,2011/05/10 20:20:00.000,2011/05/10 20:28:00.000,Confirmar Orden De Compra,Karen Clarens,Proveedor
841,2011/05/13 09:30:00.000,2011/05/14 06:46:00.000,Entrega De Bienes O Servicios,Kiu Kan,Proveedor
841,2011/05/14 14:21:00.000,2011/05/14 14:22:00.000,Liberar Orden De Compra,Tesca Lobes,Solicitante
841,2011/05/14 19:23:00.000,2011/05/14 19:24:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
841,2011/05/16 12:13:00.000,2011/05/16 12:13:00.000,Enviar La Factura,Esmeralda Clay,Proveedor
841,2011/05/17 02:33:00.000,2011/05/17 02:36:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
841,2011/05/17 02:36:00.000,2011/05/17 02:36:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
841,2011/05/17 02:42:00.000,2011/05/17 02:50:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
988,2011/05/23 12:59:00.000,2011/05/23 13:14:00.000,Crear solicitud de compra,Immanuel Karagianni,Solicitante
988,2011/05/23 21:17:00.000,2011/05/23 21:23:00.000,Crear Solicitud De Cotizacion Del Solicitante,Anne Olwada,Solicitante
988,2011/06/01 09:36:00.000,2011/06/01 10:07:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
115,2011/01/14 17:40:00.000,2011/01/14 18:16:00.000,Crear solicitud de compra,Nico Ojenbeer,Solicitante
115,2011/01/14 22:17:00.000,2011/01/14 22:28:00.000,Crear Solicitud De Cotizacion Del Solicitante,Christian Francois,Solicitante
115,2011/01/17 00:33:00.000,2011/01/17 00:41:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
115,2011/01/17 12:17:00.000,2011/01/17 12:38:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
115,2011/01/17 15:17:00.000,2011/01/17 19:59:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
115,2011/01/18 02:35:00.000,2011/01/18 02:50:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Clement Duchot,Solicitante
115,2011/01/18 02:50:00.000,2011/01/18 02:50:00.000,Elige La Mejor Opcion,Anne Olwada,Solicitante
115,2011/01/18 06:31:00.000,2011/01/18 17:11:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
115,2011/01/18 23:26:00.000,2011/01/18 23:34:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
115,2011/01/19 09:55:00.000,2011/01/19 10:10:00.000,Confirmar Orden De Compra,Kiu Kan,Proveedor
115,2011/01/22 02:36:00.000,2011/01/22 22:46:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
115,2011/01/23 06:40:00.000,2011/01/23 06:41:00.000,Liberar Orden De Compra,Christian Francois,Solicitante
115,2011/01/23 20:36:00.000,2011/01/23 20:37:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
115,2011/01/24 06:59:00.000,2011/01/24 06:59:00.000,Enviar La Factura,Sean Manney,Proveedor
115,2011/01/24 21:07:00.000,2011/01/24 21:13:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
115,2011/01/24 21:13:00.000,2011/01/24 21:13:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
115,2011/01/24 22:13:00.000,2011/01/24 22:23:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
112,2011/01/14 12:30:00.000,2011/01/14 12:35:00.000,Crear solicitud de compra,Penn Osterwalder,Solicitante
112,2011/01/15 06:08:00.000,2011/01/15 06:14:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
112,2011/01/15 06:22:00.000,2011/01/15 06:25:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
112,2011/01/16 14:03:00.000,2011/01/16 14:35:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
112,2011/01/16 15:19:00.000,2011/01/16 15:29:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Alberto Duport,Gerente Del Solicitante
112,2011/01/16 22:56:00.000,2011/01/16 23:14:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
112,2011/01/18 22:23:00.000,2011/01/18 22:50:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
112,2011/01/19 20:43:00.000,2011/01/20 02:20:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
112,2011/01/20 09:27:00.000,2011/01/20 09:42:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Fjodor Kowalski,Solicitante
112,2011/01/20 09:42:00.000,2011/01/20 09:42:00.000,Elige La Mejor Opcion,Anna Kaufmann,Solicitante
112,2011/01/20 21:24:00.000,2011/01/21 09:32:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
112,2011/01/22 08:15:00.000,2011/01/22 08:23:00.000,Crear Orden De Compra,Francois de Perrier,Agente De Compras
112,2011/01/22 12:19:00.000,2011/01/22 12:46:00.000,Confirmar Orden De Compra,Esmeralda Clay,Proveedor
112,2011/01/26 09:11:00.000,2011/01/28 06:54:00.000,Entrega De Bienes O Servicios,Sean Manney,Proveedor
112,2011/01/28 14:40:00.000,2011/01/28 14:41:00.000,Liberar Orden De Compra,Clement Duchot,Solicitante
112,2011/01/29 12:32:00.000,2011/01/29 12:33:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
112,2011/01/31 03:32:00.000,2011/01/31 03:32:00.000,Enviar La Factura,Kiu Kan,Proveedor
112,2011/01/31 17:55:00.000,2011/01/31 18:00:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
112,2011/01/31 18:00:00.000,2011/01/31 18:00:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
112,2011/01/31 18:10:00.000,2011/01/31 18:20:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
110,2011/01/13 23:33:00.000,2011/01/13 23:39:00.000,Crear solicitud de compra,Esmana Liubiata,Solicitante
110,2011/01/14 14:07:00.000,2011/01/14 14:13:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
110,2011/01/14 14:17:00.000,2011/01/14 14:19:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
110,2011/01/17 02:02:00.000,2011/01/17 02:33:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
110,2011/01/17 18:22:00.000,2011/01/17 18:46:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
110,2011/01/18 23:35:00.000,2011/01/19 00:00:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
110,2011/01/19 12:51:00.000,2011/01/19 13:07:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
110,2011/01/19 20:13:00.000,2011/01/19 21:25:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
110,2011/01/20 03:56:00.000,2011/01/20 04:19:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Fjodor Kowalski,Solicitante
110,2011/01/20 04:19:00.000,2011/01/20 04:19:00.000,Elige La Mejor Opcion,Esmana Liubiata,Solicitante
110,2011/01/21 11:28:00.000,2011/01/21 18:14:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
110,2011/01/21 19:03:00.000,2011/01/21 19:14:00.000,Crear Orden De Compra,Karel de Groot,Agente De Compras
110,2011/01/22 07:39:00.000,2011/01/22 08:05:00.000,Confirmar Orden De Compra,Kiu Kan,Proveedor
110,2011/01/23 19:44:00.000,2011/01/24 06:59:00.000,Entrega De Bienes O Servicios,Sean Manney,Proveedor
110,2011/01/24 14:18:00.000,2011/01/24 14:19:00.000,Liberar Orden De Compra,Alberto Duport,Solicitante
110,2011/01/25 16:32:00.000,2011/01/25 16:33:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
110,2011/01/27 07:45:00.000,2011/01/27 07:45:00.000,Enviar La Factura,Carmen Finacse,Proveedor
110,2011/01/27 21:52:00.000,2011/01/27 21:59:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
110,2011/01/27 21:59:00.000,2011/01/27 21:59:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
110,2011/01/27 22:28:00.000,2011/01/27 22:33:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
111,2011/01/13 23:51:00.000,2011/01/14 00:11:00.000,Crear solicitud de compra,Fjodor Kowalski,Solicitante
111,2011/01/14 22:11:00.000,2011/01/14 22:18:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
111,2011/01/14 22:23:00.000,2011/01/14 22:24:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
111,2011/01/17 03:44:00.000,2011/01/17 03:57:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
111,2011/01/17 04:48:00.000,2011/01/17 04:54:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Christian Francois,Gerente Del Solicitante
111,2011/01/18 00:38:00.000,2011/01/18 01:00:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
111,2011/01/19 00:35:00.000,2011/01/19 00:57:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
111,2011/01/19 06:46:00.000,2011/01/19 11:00:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
111,2011/01/19 17:27:00.000,2011/01/19 17:41:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Elvira Lores,Solicitante
111,2011/01/19 17:41:00.000,2011/01/19 17:41:00.000,Elige La Mejor Opcion,Fjodor Kowalski,Solicitante
111,2011/01/20 17:33:00.000,2011/01/21 01:29:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
111,2011/01/22 02:16:00.000,2011/01/22 02:25:00.000,Crear Orden De Compra,Francois de Perrier,Agente De Compras
111,2011/01/22 07:43:00.000,2011/01/22 07:58:00.000,Confirmar Orden De Compra,Carmen Finacse,Proveedor
111,2011/01/24 07:04:00.000,2011/01/24 10:43:00.000,Entrega De Bienes O Servicios,Sean Manney,Proveedor
111,2011/01/24 17:31:00.000,2011/01/24 17:32:00.000,Liberar Orden De Compra,Fjodor Kowalski,Solicitante
111,2011/01/25 06:30:00.000,2011/01/25 06:31:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
111,2011/01/27 08:33:00.000,2011/01/27 08:33:00.000,Enviar La Factura,Carmen Finacse,Proveedor
111,2011/01/27 22:46:00.000,2011/01/27 22:50:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
111,2011/01/27 23:17:00.000,2011/01/27 23:42:00.000,Resolver La Disputa Con El Gerente Financiero Del Proveedor,Pedro Alvares,Gerente Financiero
111,2011/01/27 23:42:00.000,2011/01/27 23:42:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
111,2011/01/27 23:51:00.000,2011/01/27 23:55:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
981,2011/05/23 01:47:00.000,2011/05/23 02:31:00.000,Crear solicitud de compra,Anna Kaufmann,Solicitante
981,2011/05/24 01:04:00.000,2011/05/24 01:09:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
981,2011/05/24 01:17:00.000,2011/05/24 01:19:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Francis Odell,Gerente Del Solicitante
981,2011/05/26 13:34:00.000,2011/05/26 14:13:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
981,2011/05/27 15:25:00.000,2011/05/27 15:53:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
981,2011/05/28 05:39:00.000,2011/05/28 09:22:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
981,2011/05/28 16:12:00.000,2011/05/28 16:33:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Tesca Lobes,Solicitante
981,2011/05/28 16:33:00.000,2011/05/28 16:33:00.000,Elige La Mejor Opcion,Tesca Lobes,Solicitante
981,2011/05/29 10:09:00.000,2011/05/29 23:21:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
981,2011/05/30 13:10:00.000,2011/05/30 13:20:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
981,2011/06/04 09:03:00.000,2011/06/04 09:11:00.000,Confirmar Orden De Compra,Carmen Finacse,Proveedor
981,2011/06/05 06:49:00.000,2011/06/06 15:55:00.000,Entrega De Bienes O Servicios,Esmeralda Clay,Proveedor
981,2011/06/06 23:42:00.000,2011/06/06 23:43:00.000,Liberar Orden De Compra,Fjodor Kowalski,Solicitante
981,2011/06/07 02:07:00.000,2011/06/07 02:08:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
981,2011/06/07 10:37:00.000,2011/06/07 10:37:00.000,Enviar La Factura,Carmen Finacse,Proveedor
981,2011/06/08 00:55:00.000,2011/06/08 01:00:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
981,2011/06/08 01:53:00.000,2011/06/08 02:21:00.000,Resolver La Disputa Con El Gerente Financiero Del Proveedor,Karalda Nimwada,Gerente Financiero
981,2011/06/08 02:21:00.000,2011/06/08 02:21:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
981,2011/06/08 03:10:00.000,2011/06/08 03:20:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
846,2011/05/05 07:16:00.000,2011/05/05 07:26:00.000,Crear solicitud de compra,Alberto Duport,Solicitante
846,2011/05/06 04:45:00.000,2011/05/06 04:54:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
118,2011/01/15 10:31:00.000,2011/01/15 11:16:00.000,Crear solicitud de compra,Tesca Lobes,Solicitante
118,2011/01/15 21:33:00.000,2011/01/15 21:40:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
118,2011/01/15 21:45:00.000,2011/01/15 21:47:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
118,2011/01/16 03:12:00.000,2011/01/16 03:46:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
118,2011/01/16 18:10:00.000,2011/01/16 18:24:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
118,2011/01/16 18:54:00.000,2011/01/16 19:32:00.000,Crear El Mapa De Comparacion De Cotizaciones,Francois de Perrier,Agente De Compras
118,2011/01/17 02:00:00.000,2011/01/17 02:26:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Fjodor Kowalski,Solicitante
118,2011/01/17 02:26:00.000,2011/01/17 02:26:00.000,Elige La Mejor Opcion,Penn Osterwalder,Solicitante
118,2011/01/17 06:37:00.000,2011/01/17 16:00:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
118,2011/01/18 03:13:00.000,2011/01/18 03:24:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
118,2011/01/19 10:10:00.000,2011/01/19 10:42:00.000,Confirmar Orden De Compra,Kiu Kan,Proveedor
118,2011/01/20 08:17:00.000,2011/01/21 11:54:00.000,Entrega De Bienes O Servicios,Esmeralda Clay,Proveedor
118,2011/01/21 18:45:00.000,2011/01/21 18:46:00.000,Liberar Orden De Compra,Anne Olwada,Solicitante
118,2011/01/22 09:05:00.000,2011/01/22 09:06:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
118,2011/01/25 10:53:00.000,2011/01/25 10:53:00.000,Enviar La Factura,Carmen Finacse,Proveedor
118,2011/01/26 01:30:00.000,2011/01/26 01:32:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
118,2011/01/26 01:32:00.000,2011/01/26 01:32:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
118,2011/01/26 01:43:00.000,2011/01/26 01:50:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
844,2011/05/05 00:57:00.000,2011/05/05 01:11:00.000,Crear solicitud de compra,Tesca Lobes,Solicitante
844,2011/05/05 02:04:00.000,2011/05/05 02:12:00.000,Crear Solicitud De Cotizacion Del Solicitante,Immanuel Karagianni,Solicitante
844,2011/05/07 00:30:00.000,2011/05/07 01:00:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
844,2011/05/07 14:51:00.000,2011/05/07 15:10:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
844,2011/05/07 15:39:00.000,2011/05/07 21:42:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
844,2011/05/08 04:11:00.000,2011/05/08 04:34:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Anna Kaufmann,Solicitante
844,2011/05/08 04:34:00.000,2011/05/08 04:34:00.000,Elige La Mejor Opcion,Elvira Lores,Solicitante
844,2011/05/08 14:39:00.000,2011/05/08 18:50:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
844,2011/05/08 21:23:00.000,2011/05/08 21:30:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
844,2011/05/10 20:50:00.000,2011/05/10 21:00:00.000,Confirmar Orden De Compra,Carmen Finacse,Proveedor
844,2011/05/14 23:23:00.000,2011/05/16 18:50:00.000,Entrega De Bienes O Servicios,Sean Manney,Proveedor
844,2011/05/17 02:08:00.000,2011/05/17 02:09:00.000,Liberar Orden De Compra,Kim Passa,Solicitante
844,2011/05/17 15:33:00.000,2011/05/17 15:34:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
844,2011/05/20 08:57:00.000,2011/05/20 08:57:00.000,Enviar La Factura,Carmen Finacse,Proveedor
844,2011/05/20 23:18:00.000,2011/05/20 23:21:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
844,2011/05/20 23:21:00.000,2011/05/20 23:21:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
844,2011/05/20 23:32:00.000,2011/05/20 23:38:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
119,2011/01/15 21:34:00.000,2011/01/15 22:05:00.000,Crear solicitud de compra,Anna Kaufmann,Solicitante
119,2011/01/16 12:19:00.000,2011/01/16 12:25:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
119,2011/01/16 12:33:00.000,2011/01/16 12:36:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Francis Odell,Gerente Del Solicitante
